"Family","PDF_Name","Table_ID","Rows","Cols","Caption"
"L4","stm32l422cb","table_41","2","6","Table 41. Regulator modes transition times"
"L4","stm32l422cb","table_42","2","6","Table 42. Wakeup time using USART/LPUART"
"L4","stm32l422cb","table_52","1","6","Table 52. Flash memory characteristics"
"L4","stm32l422cb","table_55","5","6","Table 55. EMI characteristics for fHSE = 8 MHz and fHCLK = 64 MHz"
"L4","stm32l422cb","table_56","3","7","Table 56. ESD absolute maximum ratings"
"L4","stm32l422cb","table_58","2","5","Table 58. I/O current injection susceptibility"
"L4","stm32l422cb","table_62","6","7","Table 62. NRST pin characteristics"
"L4","stm32l422cb","table_63","1","7","Table 63. EXTI Input Characteristics"
"L4","stm32l422cb","table_64","5","6","Table 64. Analog switches booster characteristics"
"L4","stm32l422cb","table_74","4","6","Table 74. V monitoring characteristics 148 BAT"
"L4","stm32l422cb","table_75","2","7","Table 75. V charging characteristics 148 BAT"
"L4","stm32l422cb","table_78","4","5","Table 78. WWDG min/max timeout value at 80 MHz (PCLK)"
"L4","stm32l422cb","table_83","6","7","Table 83. USB electrical characteristics"
"L4","stm32l431cb","table_23","4","6","Table 23. Operating conditions at power-up / power-down"
"L4","stm32l431cb","table_33","4","16","Table 33. Current consumption in Low-power sleep modes, Flash in power-down"
"L4","stm32l431cb","table_36","4","14","Table 36. Current consumption in Stop 0"
"L4","stm32l431cb","table_42","2","6","Table 42. Regulator modes transition times"
"L4","stm32l431cb","table_43","2","6","Table 43. Wakeup time using USART/LPUART"
"L4","stm32l431cb","table_51","5","7","Table 51. LSI oscillator characteristics"
"L4","stm32l431cb","table_52","2","7","Table 52. PLL, PLLSAI1 characteristics"
"L4","stm32l431cb","table_53","1","6","Table 53. Flash memory characteristics"
"L4","stm32l431cb","table_56","5","6","Table 56. EMI characteristics"
"L4","stm32l431cb","table_57","2","6","Table 57. ESD absolute maximum ratings"
"L4","stm32l431cb","table_59","3","5","Table 59. I/O current injection susceptibility"
"L4","stm32l431cb","table_63","6","7","Table 63. NRST pin characteristics"
"L4","stm32l431cb","table_64","1","7","Table 64. EXTI Input Characteristics"
"L4","stm32l431cb","table_65","5","6","Table 65. Analog switches booster characteristics"
"L4","stm32l431cb","table_78","4","6","Table 78. V monitoring characteristics 163 BAT"
"L4","stm32l431cb","table_79","2","7","Table 79. V charging characteristics 163 BAT"
"L4","stm32l431cb","table_82","4","5","Table 82. WWDG min/max timeout value at 80 MHz (PCLK)"
"L4","stm32l431cb","table_90","3","7","Table 90. SWPMI electrical characteristics"
"L4","stm32l432kb","table_22","6","6","Table 22. Operating conditions at power-up / power-down"
"L4","stm32l432kb","table_32","4","16","Table 32. Current consumption in Low-power sleep modes, Flash in power-down"
"L4","stm32l432kb","table_35","4","14","Table 35. Current consumption in Stop 0"
"L4","stm32l432kb","table_40","2","6","Table 40. Regulator modes transition times"
"L4","stm32l432kb","table_41","2","6","Table 41. Wakeup time using USART/LPUART"
"L4","stm32l432kb","table_50","1","6","Table 50. Flash memory characteristics"
"L4","stm32l432kb","table_53","5","6","Table 53. EMI characteristics"
"L4","stm32l432kb","table_54","2","6","Table 54. ESD absolute maximum ratings"
"L4","stm32l432kb","table_56","2","5","Table 56. I/O current injection susceptibility"
"L4","stm32l432kb","table_60","6","7","Table 60. NRST pin characteristics"
"L4","stm32l432kb","table_61","1","7","Table 61. EXTI Input Characteristics"
"L4","stm32l432kb","table_62","5","6","Table 62. Analog switches booster characteristics"
"L4","stm32l432kb","table_76","4","5","Table 76. WWDG min/max timeout value at 80 MHz (PCLK)"
"L4","stm32l432kb","table_83","3","7","Table 83. SWPMI electrical characteristics"
"L4","stm32l433cb","table_10","5","8","Table 10. Timer feature comparison"
"L4","stm32l433cb","table_102","3","7","Table 102. SWPMI electrical characteristics"
"L4","stm32l433cb","table_23","6","6","Table 23. Operating conditions at power-up / power-down"
"L4","stm32l433cb","table_34","5","9","Table 34. Typical current consumption in Run, with different codes running from "
"L4","stm32l433cb","table_37","5","9","Table 37. Typical current consumption in Run modes, with different codesrunning "
"L4","stm32l433cb","table_40","5","9","Table 40. Typical current consumption in Run, with different codesrunning from S"
"L4","stm32l433cb","table_43","4","16","Table 43. Current consumption in Low-power sleep modes, flash in power-down"
"L4","stm32l433cb","table_46","4","14","Table 46. Current consumption in Stop 0"
"L4","stm32l433cb","table_52","2","6","Table 52. Regulator modes transition times"
"L4","stm32l433cb","table_53","2","6","Table 53. Wakeup time using USART/LPUART"
"L4","stm32l433cb","table_63","1","6","Table 63. Flash memory characteristics"
"L4","stm32l433cb","table_66","5","6","Table 66. EMI characteristics for fHSE = 8 MHz and fHCLK = 80 MHz"
"L4","stm32l433cb","table_67","2","6","Table 67. ESD absolute maximum ratings"
"L4","stm32l433cb","table_69","3","5","Table 69. I/O current injection susceptibility"
"L4","stm32l433cb","table_73","6","7","Table 73. NRST pin characteristics"
"L4","stm32l433cb","table_74","1","7","Table 74. EXTI Input Characteristics"
"L4","stm32l433cb","table_75","5","6","Table 75. Analog switches booster characteristics"
"L4","stm32l433cb","table_88","4","6","Table 88. V monitoring characteristics 179 BAT"
"L4","stm32l433cb","table_89","2","7","Table 89. V charging characteristics 179 BAT"
"L4","stm32l433cb","table_93","4","5","Table 93. WWDG min/max timeout value at 80 MHz (PCLK)"
"L4","stm32l433cb","table_94","1","5","Table 94. I2C analog filter characteristics"
"L4","stm32l442kc","table_22","6","6","Table 22. Operating conditions at power-up / power-down"
"L4","stm32l442kc","table_32","4","16","Table 32. Current consumption in Low-power sleep modes, Flash in power-down"
"L4","stm32l442kc","table_35","4","14","Table 35. Current consumption in Stop 0"
"L4","stm32l442kc","table_40","2","6","Table 40. Regulator modes transition times"
"L4","stm32l442kc","table_41","2","6","Table 41. Wakeup time using USART/LPUART"
"L4","stm32l442kc","table_50","1","6","Table 50. Flash memory characteristics"
"L4","stm32l442kc","table_53","5","6","Table 53. EMI characteristics"
"L4","stm32l442kc","table_54","2","6","Table 54. ESD absolute maximum ratings"
"L4","stm32l442kc","table_56","2","5","Table 56. I/O current injection susceptibility"
"L4","stm32l442kc","table_60","6","7","Table 60. NRST pin characteristics"
"L4","stm32l442kc","table_61","1","7","Table 61. EXTI Input Characteristics"
"L4","stm32l442kc","table_62","5","6","Table 62. Analog switches booster characteristics"
"L4","stm32l442kc","table_76","4","5","Table 76. WWDG min/max timeout value at 80 MHz (PCLK)"
"L4","stm32l442kc","table_83","3","7","Table 83. SWPMI electrical characteristics"
"L4","stm32l443cc","table_22","6","6","Table 22. Operating conditions at power-up / power-down"
"L4","stm32l443cc","table_32","4","16","Table 32. Current consumption in Low-power sleep modes, flash in power-down"
"L4","stm32l443cc","table_35","4","14","Table 35. Current consumption in Stop 0"
"L4","stm32l443cc","table_41","2","6","Table 41. Regulator modes transition times"
"L4","stm32l443cc","table_42","2","6","Table 42. Wakeup time using USART/LPUART"
"L4","stm32l443cc","table_52","1","6","Table 52. Flash memory characteristics"
"L4","stm32l443cc","table_55","5","6","Table 55. EMI characteristics for fHSE = 8 MHz and fHCLK = 80 MHz"
"L4","stm32l443cc","table_56","2","6","Table 56. ESD absolute maximum ratings"
"L4","stm32l443cc","table_58","3","5","Table 58. I/O current injection susceptibility"
"L4","stm32l443cc","table_62","6","7","Table 62. NRST pin characteristics"
"L4","stm32l443cc","table_63","1","7","Table 63. EXTI Input Characteristics"
"L4","stm32l443cc","table_64","5","6","Table 64. Analog switches booster characteristics"
"L4","stm32l443cc","table_77","4","6","Table 77. V monitoring characteristics 170 BAT"
"L4","stm32l443cc","table_78","2","7","Table 78. V charging characteristics 170 BAT"
"L4","stm32l443cc","table_82","4","5","Table 82. WWDG min/max timeout value at 80 MHz (PCLK)"
"L4","stm32l443cc","table_83","1","5","Table 83. I2C analog filter characteristics"
"L4","stm32l443cc","table_91","3","7","Table 91. SWPMI electrical characteristics"
"L4","stm32l451cc","table_11","6","8","Table 11. Timer feature comparison"
"L4","stm32l451cc","table_16","3","12","Table 16. STM32L451xx pin definitions"
"L4","stm32l451cc","table_24","4","6","Table 24. Operating conditions at power-up / power-down"
"L4","stm32l451cc","table_34","4","16","Table 34. Current consumption in Low-power sleep modes, Flash in power-down"
"L4","stm32l451cc","table_37","4","14","Table 37. Current consumption in Stop 0"
"L4","stm32l451cc","table_43","2","6","Table 43. Regulator modes transition times"
"L4","stm32l451cc","table_44","2","6","Table 44. Wakeup time using USART/LPUART"
"L4","stm32l451cc","table_52","5","7","Table 52. LSI oscillator characteristics"
"L4","stm32l451cc","table_53","2","7","Table 53. PLL, PLLSAI1 characteristics"
"L4","stm32l451cc","table_54","1","6","Table 54. Flash memory characteristics"
"L4","stm32l451cc","table_57","5","6","Table 57. EMI characteristics"
"L4","stm32l451cc","table_58","2","6","Table 58. ESD absolute maximum ratings"
"L4","stm32l451cc","table_60","3","5","Table 60. I/O current injection susceptibility"
"L4","stm32l451cc","table_64","6","7","Table 64. NRST pin characteristics"
"L4","stm32l451cc","table_65","1","7","Table 65. EXTI Input Characteristics"
"L4","stm32l451cc","table_66","5","6","Table 66. Analog switches booster characteristics"
"L4","stm32l451cc","table_79","4","6","Table 79. V monitoring characteristics 166 BAT"
"L4","stm32l451cc","table_80","2","7","Table 80. V charging characteristics 166 BAT"
"L4","stm32l451cc","table_83","4","5","Table 83. WWDG min/max timeout value at 80 MHz (PCLK)"
"L4","stm32l452cc","table_101","6","7","Table 101. USB electrical characteristics"
"L4","stm32l452cc","table_11","6","8","Table 11. Timer feature comparison"
"L4","stm32l452cc","table_24","6","6","Table 24. Operating conditions at power-up / power-down"
"L4","stm32l452cc","table_35","5","9","Table 35. Typical current consumption in Run, with different codes running from "
"L4","stm32l452cc","table_38","5","9","Table 38. Typical current consumption in Run modes, with different codesrunning "
"L4","stm32l452cc","table_41","5","9","Table 41. Typical current consumption in Run, with different codesrunning from S"
"L4","stm32l452cc","table_44","4","16","Table 44. Current consumption in Low-power sleep modes, Flash in power-down"
"L4","stm32l452cc","table_47","4","14","Table 47. Current consumption in Stop 0"
"L4","stm32l452cc","table_53","2","6","Table 53. Regulator modes transition times"
"L4","stm32l452cc","table_54","2","6","Table 54. Wakeup time using USART/LPUART"
"L4","stm32l452cc","table_64","1","6","Table 64. Flash memory characteristics"
"L4","stm32l452cc","table_67","5","6","Table 67. EMI characteristics"
"L4","stm32l452cc","table_68","2","6","Table 68. ESD absolute maximum ratings"
"L4","stm32l452cc","table_70","3","5","Table 70. I/O current injection susceptibility"
"L4","stm32l452cc","table_74","6","7","Table 74. NRST pin characteristics"
"L4","stm32l452cc","table_75","1","7","Table 75. EXTI Input Characteristics"
"L4","stm32l452cc","table_76","5","6","Table 76. Analog switches booster characteristics"
"L4","stm32l452cc","table_89","4","6","Table 89. V monitoring characteristics 179 BAT"
"L4","stm32l452cc","table_90","2","7","Table 90. V charging characteristics 179 BAT"
"L4","stm32l452cc","table_93","4","5","Table 93. WWDG min/max timeout value at 80 MHz (PCLK)"
"L4","stm32l462ce","table_10","6","8","Table 10. Timer feature comparison"
"L4","stm32l462ce","table_15","2","12","Table 15. STM32L462xx pin definitions"
"L4","stm32l462ce","table_23","6","6","Table 23. Operating conditions at power-up / power-down"
"L4","stm32l462ce","table_33","4","16","Table 33. Current consumption in Low-power sleep modes, Flash in power-down"
"L4","stm32l462ce","table_36","4","14","Table 36. Current consumption in Stop 0"
"L4","stm32l462ce","table_42","2","6","Table 42. Regulator modes transition times"
"L4","stm32l462ce","table_43","2","6","Table 43. Wakeup time using USART/LPUART"
"L4","stm32l462ce","table_53","1","6","Table 53. Flash memory characteristics"
"L4","stm32l462ce","table_56","5","6","Table 56. EMI characteristics"
"L4","stm32l462ce","table_57","2","6","Table 57. ESD absolute maximum ratings"
"L4","stm32l462ce","table_59","3","5","Table 59. I/O current injection susceptibility"
"L4","stm32l462ce","table_63","6","7","Table 63. NRST pin characteristics"
"L4","stm32l462ce","table_64","1","7","Table 64. EXTI Input Characteristics"
"L4","stm32l462ce","table_65","5","6","Table 65. Analog switches booster characteristics"
"L4","stm32l462ce","table_78","4","6","Table 78. V monitoring characteristics 169 BAT"
"L4","stm32l462ce","table_79","2","7","Table 79. V charging characteristics 169 BAT"
"L4","stm32l462ce","table_82","4","5","Table 82. WWDG min/max timeout value at 80 MHz (PCLK)"
"L4","stm32l462ce","table_90","6","7","Table 90. USB electrical characteristics"
"L4","stm32l471qe","table_103","5","5","Table 103. Switching characteristics for NAND Flash read cycles"
"L4","stm32l471qe","table_104","6","5","Table 104. Switching characteristics for NAND Flash write cycles"
"L4","stm32l471qe","table_105","3","7","Table 105. SWPMI electrical characteristics"
"L4","stm32l471qe","table_11","4","8","Table 11. Timer feature comparison"
"L4","stm32l471qe","table_16","3","11","Table 16. STM32L471xx pin definitions"
"L4","stm32l471qe","table_24","6","6","Table 24. Operating conditions at power-up / power-down"
"L4","stm32l471qe","table_32","5","9","Table 32. Typical current consumption in Run and Low-power run modes, with diffe"
"L4","stm32l471qe","table_34","4","16","Table 34. Current consumption in Low-power sleep modes, Flash in power-down"
"L4","stm32l471qe","table_37","4","14","Table 37. Current consumption in Stop 0 mode"
"L4","stm32l471qe","table_43","2","6","Table 43. Regulator modes transition times"
"L4","stm32l471qe","table_44","2","6","Table 44. Wakeup time using USART/LPUART"
"L4","stm32l471qe","table_45","6","7","Table 45. High-speed external user clock characteristics"
"L4","stm32l471qe","table_51","5","7","Table 51. LSI oscillator characteristics"
"L4","stm32l471qe","table_53","1","6","Table 53. Flash memory characteristics"
"L4","stm32l471qe","table_56","4","7","Table 56. EMI characteristics"
"L4","stm32l471qe","table_57","2","6","Table 57. ESD absolute maximum ratings"
"L4","stm32l471qe","table_59","3","5","Table 59. I/O current injection susceptibility"
"L4","stm32l471qe","table_63","6","7","Table 63. NRST pin characteristics"
"L4","stm32l471qe","table_64","1","7","Table 64. EXTI input characteristics"
"L4","stm32l471qe","table_65","5","6","Table 65. Analog switches booster characteristics"
"L4","stm32l471qe","table_78","4","6","Table 78. V monitoring characteristics 174 BAT"
"L4","stm32l471qe","table_79","2","7","Table 79. V charging characteristics 174 BAT"
"L4","stm32l471qe","table_83","4","5","Table 83. WWDG min/max timeout value at 80 MHz (PCLK)"
"L4","stm32l471qe","table_92","5","5","Table 92. Asynchronous non-multiplexed SRAM/PSRAM/NOR read-NWAIT timings"
"L4","stm32l471qe","table_96","4","5","Table 96. Asynchronous multiplexed PSRAM/NOR read-NWAIT timings"
"L4","stm32l471qe","table_98","4","5","Table 98. Asynchronous multiplexed PSRAM/NOR write-NWAIT timings"
"L4","stm32l475rc","table_100","3","7","Table 100. SWPMI electrical characteristics"
"L4","stm32l475rc","table_11","4","8","Table 11. Timer feature comparison"
"L4","stm32l475rc","table_24","6","6","Table 24. Operating conditions at power-up / power-down"
"L4","stm32l475rc","table_32","5","9","Table 32. Typical current consumption in Run and Low-power run modes, with diffe"
"L4","stm32l475rc","table_34","4","16","Table 34. Current consumption in Low-power sleep modes, Flash in power-down"
"L4","stm32l475rc","table_37","4","14","Table 37. Current consumption in Stop 0 mode"
"L4","stm32l475rc","table_43","2","6","Table 43. Regulator modes transition times"
"L4","stm32l475rc","table_44","2","6","Table 44. Wakeup time using USART/LPUART"
"L4","stm32l475rc","table_45","6","7","Table 45. High-speed external user clock characteristics"
"L4","stm32l475rc","table_53","1","6","Table 53. Flash memory characteristics"
"L4","stm32l475rc","table_56","4","6","Table 56. EMI characteristics"
"L4","stm32l475rc","table_57","2","6","Table 57. ESD absolute maximum ratings"
"L4","stm32l475rc","table_59","3","5","Table 59. I/O current injection susceptibility"
"L4","stm32l475rc","table_63","6","7","Table 63. NRST pin characteristics"
"L4","stm32l475rc","table_64","1","7","Table 64. EXTI input characteristics"
"L4","stm32l475rc","table_65","5","6","Table 65. Analog switches booster characteristics"
"L4","stm32l475rc","table_78","4","6","Table 78. V monitoring characteristics 165 BAT"
"L4","stm32l475rc","table_79","2","7","Table 79. V charging characteristics 165 BAT"
"L4","stm32l475rc","table_83","4","5","Table 83. WWDG min/max timeout value at 80 MHz (PCLK)"
"L4","stm32l475rc","table_95","4","5","Table 95. Asynchronous multiplexed PSRAM/NOR read-NWAIT timings"
"L4","stm32l475rc","table_97","4","5","Table 97. Asynchronous multiplexed PSRAM/NOR write-NWAIT timings"
"L4","stm32l476je","table_106","5","5","Table 106. Asynchronous non-multiplexed SRAM/PSRAM/NOR read-NWAIT timings"
"L4","stm32l476je","table_11","4","8","Table 11. Timer feature comparison"
"L4","stm32l476je","table_110","4","5","Table 110. Asynchronous multiplexed PSRAM/NOR read-NWAIT timings"
"L4","stm32l476je","table_112","4","5","Table 112. Asynchronous multiplexed PSRAM/NOR write-NWAIT timings"
"L4","stm32l476je","table_117","5","5","Table 117. Switching characteristics for NAND flash read cycles"
"L4","stm32l476je","table_118","6","5","Table 118. Switching characteristics for NAND flash write cycles"
"L4","stm32l476je","table_119","3","7","Table 119. SWPMI electrical characteristics"
"L4","stm32l476je","table_35","5","9","Table 35. Typical current consumption in Run, with different codes running from "
"L4","stm32l476je","table_38","5","9","Table 38. Typical current consumption in Run modes, with different codes running"
"L4","stm32l476je","table_41","5","9","Table 41. Typical current consumption in Run mode, with different codes running "
"L4","stm32l476je","table_44","4","16","Table 44. Current consumption in Low-power sleep modes, flash in power-down"
"L4","stm32l476je","table_47","4","14","Table 47. Current consumption in Stop 0 mode"
"L4","stm32l476je","table_53","2","6","Table 53. Regulator modes transition times"
"L4","stm32l476je","table_54","2","6","Table 54. Wakeup time using USART/LPUART"
"L4","stm32l476je","table_55","6","7","Table 55. High-speed external user clock characteristics"
"L4","stm32l476je","table_63","1","6","Table 63. Flash memory characteristics"
"L4","stm32l476je","table_66","4","7","Table 66. EMI characteristics"
"L4","stm32l476je","table_67","2","6","Table 67. ESD absolute maximum ratings"
"L4","stm32l476je","table_69","3","5","Table 69. I/O current injection susceptibility"
"L4","stm32l476je","table_73","6","7","Table 73. NRST pin characteristics"
"L4","stm32l476je","table_74","1","7","Table 74. EXTI input characteristics"
"L4","stm32l476je","table_75","5","6","Table 75. Analog switches booster characteristics"
"L4","stm32l476je","table_88","4","6","Table 88. V monitoring characteristics 196 BAT"
"L4","stm32l476je","table_89","2","7","Table 89. V charging characteristics 196 BAT"
"L4","stm32l476je","table_94","4","5","Table 94. WWDG min/max timeout value at 80 MHz (PCLK)"
"L4","stm32l486jg","table_106","5","5","Table 106. Asynchronous non-multiplexed SRAM/PSRAM/NOR read-NWAIT timings"
"L4","stm32l486jg","table_11","6","8","Table 11. Timer feature comparison"
"L4","stm32l486jg","table_110","4","5","Table 110. Asynchronous multiplexed PSRAM/NOR read-NWAIT timings"
"L4","stm32l486jg","table_112","4","5","Table 112. Asynchronous multiplexed PSRAM/NOR write-NWAIT timings"
"L4","stm32l486jg","table_117","5","5","Table 117. Switching characteristics for NAND flash read cycles"
"L4","stm32l486jg","table_118","6","5","Table 118. Switching characteristics for NAND flash write cycles"
"L4","stm32l486jg","table_119","3","7","Table 119. SWPMI electrical characteristics"
"L4","stm32l486jg","table_35","5","9","Table 35. Typical current consumption in Run, with different codes running from "
"L4","stm32l486jg","table_38","5","9","Table 38. Typical current consumption in Run modes, with different codes running"
"L4","stm32l486jg","table_41","5","9","Table 41. Typical current consumption in Run mode, with different codes running "
"L4","stm32l486jg","table_44","4","16","Table 44. Current consumption in Low-power sleep modes, flash in power-down"
"L4","stm32l486jg","table_47","4","14","Table 47. Current consumption in Stop 0 mode"
"L4","stm32l486jg","table_53","2","6","Table 53. Regulator modes transition times"
"L4","stm32l486jg","table_54","2","6","Table 54. Wakeup time using USART/LPUART"
"L4","stm32l486jg","table_55","6","7","Table 55. High-speed external user clock characteristics"
"L4","stm32l486jg","table_63","1","6","Table 63. Flash memory characteristics"
"L4","stm32l486jg","table_66","4","7","Table 66. EMI characteristics"
"L4","stm32l486jg","table_67","2","6","Table 67. ESD absolute maximum ratings"
"L4","stm32l486jg","table_69","3","5","Table 69. I/O current injection susceptibility"
"L4","stm32l486jg","table_73","6","7","Table 73. NRST pin characteristics"
"L4","stm32l486jg","table_74","1","7","Table 74. EXTI input characteristics"
"L4","stm32l486jg","table_75","5","6","Table 75. Analog switches booster characteristics"
"L4","stm32l486jg","table_88","4","6","Table 88. V monitoring characteristics 194 BAT"
"L4","stm32l486jg","table_89","2","7","Table 89. V charging characteristics 194 BAT"
"L4","stm32l486jg","table_94","4","5","Table 94. WWDG min/max timeout value at 80 MHz (PCLK)"
"L4","stm32l496ae","table_10","6","8","Table 10. Timer feature comparison"
"L4","stm32l496ae","table_103","2","6","Table 103. USB OTG electrical characteristics"
"L4","stm32l496ae","table_106","5","5","Table 106. Asynchronous non-multiplexed SRAM/PSRAM/NOR read-NWAIT timings"
"L4","stm32l496ae","table_110","4","5","Table 110. Asynchronous multiplexed PSRAM/NOR read-NWAIT timings"
"L4","stm32l496ae","table_112","4","5","Table 112. Asynchronous multiplexed PSRAM/NOR write-NWAIT timings"
"L4","stm32l496ae","table_118","6","5","Table 118. Switching characteristics for NAND flash write cycles"
"L4","stm32l496ae","table_119","3","5","Table 119. DCMI characteristics"
"L4","stm32l496ae","table_120","3","7","Table 120. SWPMI electrical characteristics"
"L4","stm32l496ae","table_34","5","9","Table 34. Typical current consumption in Run, with different codes running from "
"L4","stm32l496ae","table_37","5","9","Table 37. Typical current consumption in Run modes, with different codes running"
"L4","stm32l496ae","table_40","5","9","Table 40. Typical current consumption in Run, with different codes running from "
"L4","stm32l496ae","table_43","4","16","Table 43. Current consumption in Low-power sleep modes, flash in power-down"
"L4","stm32l496ae","table_46","4","14","Table 46. Current consumption in Stop 0 mode"
"L4","stm32l496ae","table_52","2","6","Table 52. Regulator modes transition times"
"L4","stm32l496ae","table_53","2","6","Table 53. Wakeup time using USART/LPUART"
"L4","stm32l496ae","table_54","6","7","Table 54. High-speed external user clock characteristics"
"L4","stm32l496ae","table_61","5","7","Table 61. LSI oscillator characteristics"
"L4","stm32l496ae","table_62","2","7","Table 62. PLL, PLLSAI1, PLLSAI2 characteristics"
"L4","stm32l496ae","table_66","5","6","Table 66. EMI characteristics for fHSE = 8 MHz and fHCLK = 80 MHz"
"L4","stm32l496ae","table_67","2","6","Table 67. ESD absolute maximum ratings"
"L4","stm32l496ae","table_68","4","5","Table 68. Electrical sensitivities"
"L4","stm32l496ae","table_69","4","5","Table 69. I/O current injection susceptibility"
"L4","stm32l496ae","table_73","6","7","Table 73. NRST pin characteristics"
"L4","stm32l496ae","table_74","1","7","Table 74. EXTI Input Characteristics"
"L4","stm32l496ae","table_75","5","6","Table 75. Analog switches booster characteristics"
"L4","stm32l496ae","table_88","4","6","Table 88. V monitoring characteristics 209 BAT"
"L4","stm32l496ae","table_89","2","7","Table 89. V charging characteristics 209 BAT"
"L4","stm32l496ae","table_94","4","5","Table 94. WWDG min/max timeout value at 80 MHz (PCLK)"
"L4","stm32l4a6ag","table_10","6","8","Table 10. Timer feature comparison"
"L4","stm32l4a6ag","table_103","2","6","Table 103. USB OTG electrical characteristics"
"L4","stm32l4a6ag","table_106","5","5","Table 106. Asynchronous non-multiplexed SRAM/PSRAM/NOR read-NWAIT timings"
"L4","stm32l4a6ag","table_110","4","5","Table 110. Asynchronous multiplexed PSRAM/NOR read-NWAIT timings"
"L4","stm32l4a6ag","table_112","4","5","Table 112. Asynchronous multiplexed PSRAM/NOR write-NWAIT timings"
"L4","stm32l4a6ag","table_117","5","5","Table 117. Switching characteristics for NAND flash read cycles"
"L4","stm32l4a6ag","table_118","6","5","Table 118. Switching characteristics for NAND flash write cycles"
"L4","stm32l4a6ag","table_34","5","9","Table 34. Typical current consumption in Run, with different codes running from "
"L4","stm32l4a6ag","table_37","5","9","Table 37. Typical current consumption in Run modes, with different codes running"
"L4","stm32l4a6ag","table_40","5","9","Table 40. Typical current consumption in Run, with different codes running from "
"L4","stm32l4a6ag","table_43","4","16","Table 43. Current consumption in Low-power sleep modes, flash in power-down"
"L4","stm32l4a6ag","table_46","4","14","Table 46. Current consumption in Stop 0 mode"
"L4","stm32l4a6ag","table_52","2","6","Table 52. Regulator modes transition times"
"L4","stm32l4a6ag","table_53","2","6","Table 53. Wakeup time using USART/LPUART"
"L4","stm32l4a6ag","table_54","6","7","Table 54. High-speed external user clock characteristics"
"L4","stm32l4a6ag","table_66","5","6","Table 66. EMI characteristics for fHSE = 8 MHz and fHCLK = 80 MHz"
"L4","stm32l4a6ag","table_67","2","6","Table 67. ESD absolute maximum ratings"
"L4","stm32l4a6ag","table_68","4","5","Table 68. Electrical sensitivities"
"L4","stm32l4a6ag","table_69","4","5","Table 69. I/O current injection susceptibility"
"L4","stm32l4a6ag","table_73","6","7","Table 73. NRST pin characteristics"
"L4","stm32l4a6ag","table_74","1","7","Table 74. EXTI Input Characteristics"
"L4","stm32l4a6ag","table_75","5","6","Table 75. Analog switches booster characteristics"
"L4","stm32l4a6ag","table_88","4","6","Table 88. V monitoring characteristics 208 BAT"
"L4","stm32l4a6ag","table_89","2","7","Table 89. V charging characteristics 208 BAT"
"L4","stm32l4a6ag","table_94","4","5","Table 94. WWDG min/max timeout value at 80 MHz (PCLK)"
"L5","stm32l552cc","table_101","3","5","Table 101. I/O current injection susceptibility"
"L5","stm32l552cc","table_106","6","7","Table 106. NRST pin characteristics"
"L5","stm32l552cc","table_107","6","6","Table 107. EXTI input characteristics"
"L5","stm32l552cc","table_121","4","6","Table 121. V monitoring characteristics 265 BAT"
"L5","stm32l552cc","table_122","2","7","Table 122. V charging characteristics 265 BAT"
"L5","stm32l552cc","table_127","4","5","Table 127. WWDG min/max timeout value at 110 MHz (PCLK)"
"L5","stm32l552cc","table_128","1","5","Table 128. I2C analog filter characteristics"
"L5","stm32l552cc","table_133","5","5","Table 133. Asynchronous non-multiplexed SRAM/PSRAM/NOR read-NWAIT timings"
"L5","stm32l552cc","table_137","4","5","Table 137. Asynchronous multiplexed PSRAM/NOR read-NWAIT timings"
"L5","stm32l552cc","table_139","4","5","Table 139. Asynchronous multiplexed PSRAM/NOR write-NWAIT timings"
"L5","stm32l552cc","table_149","2","7","Table 149. Dynamics characteristics: delay block characteristics"
"L5","stm32l552cc","table_151","3","7","Table 151. Dynamics characteristics: eMMC characteristics VDD=1.71 V to 1.9 V"
"L5","stm32l552cc","table_152","2","7","Table 152. UCPD characteristics"
"L5","stm32l552cc","table_16","6","8","Table 16. Timer feature comparison"
"L5","stm32l552cc","table_28","3","5","Table 28. SMPS modes summary"
"L5","stm32l552cc","table_29","6","7","Table 29. SMPS characteristics"
"L5","stm32l552cc","table_3","4","6","Table 3. Boot modes when TrustZone is disabled (TZEN=0)"
"L5","stm32l552cc","table_4","6","8","Table 4. Boot modes when TrustZone is enabled (TZEN=1)"
"L5","stm32l552cc","table_60","4","16","Table 60. Current consumption in Low-power sleep mode, Flash in power-down"
"L5","stm32l552cc","table_78","4","15","Table 78. Current consumption in Stop 0 mode"
"L5","stm32l552cc","table_84","2","6","Table 84. Regulator modes transition times"
"L5","stm32l552cc","table_85","2","6","Table 85. Wakeup time using USART/LPUART"
"L5","stm32l552cc","table_98","5","6","Table 98. EMI characteristics"
"L5","stm32l552cc","table_99","3","7","Table 99. ESD absolute maximum ratings"
"L5","stm32l562ce","table_101","3","5","Table 101. I/O current injection susceptibility"
"L5","stm32l562ce","table_106","6","7","Table 106. NRST pin characteristics"
"L5","stm32l562ce","table_107","6","6","Table 107. EXTI input characteristics"
"L5","stm32l562ce","table_121","4","6","Table 121. V monitoring characteristics 270 BAT"
"L5","stm32l562ce","table_122","2","7","Table 122. V charging characteristics 270 BAT"
"L5","stm32l562ce","table_123","4","7","Table 123. Temp and VDD monitoring characteristics"
"L5","stm32l562ce","table_127","4","5","Table 127. WWDG min/max timeout value at 110 MHz (PCLK)"
